smiles,scaffold,r1_fragment,r2_fragment,is_biased,id,mw,logp,hbd,hba,tpsa,rotatable_bonds,ring_count,aromatic_rings,heavy_atoms,num_heteroatoms,pass_lipinski,pass_veber,pass_complexity,pass_aggregation,pass_pains,passes_all,qed,sa_score,sa_inv,binding_proxy,logp_dev,tpsa_score,norm_qed,norm_sa,norm_binding,norm_logp,norm_tpsa,composite_score,robustness_bonus,final_score,rank
CCNc1ccnc(-c2ccccc2C(=O)O)c1,phenylpyridine,C(=O)O,NCC,True,SMOL-0009,242.278,2.8786000000000005,2,3,62.22,4,2,2,18,4,True,True,True,True,True,True,0.8649,3.0,0.7,0.3625,0.3786,1.0,0.8649,0.7,0.3625,0.0947,1.0,60.55,6.6,67.15,15
NS(=O)(=O)c1cc2nccnc2cc1C(F)(F)F,other,S(=O)(=O)N,C(F)(F)F,False,SMOL-0406,277.227,1.2960000000000003,1,4,85.94000000000001,1,2,2,18,9,True,True,True,True,True,True,0.8507,3.6,0.64,0.3625,1.204,1.0,0.8507,0.64,0.3625,0.301,1.0,56.93,10.0,66.93,16
CC(=O)Nc1ccccc1-c1cccc(C(N)=O)n1,other,C(=O)N,NC(=O)C,True,SMOL-0172,255.27699999999996,1.8058999999999996,2,3,85.08,3,2,2,19,5,True,True,True,True,True,True,0.8766,3.0,0.7,0.25,0.6941,1.0,0.8766,0.7,0.25,0.1735,1.0,56.68,10.0,66.68,17
CC(=O)Nc1cccc(-c2ccccc2C(N)=O)n1,other,NC(=O)C,C(N)=O,True,SMOL-0082,255.277,1.8058999999999996,2,3,85.08,3,2,2,19,5,True,True,True,True,True,True,0.8766,3.0,0.7,0.25,0.6941,1.0,0.8766,0.7,0.25,0.1735,1.0,56.68,10.0,66.68,18
NC(=O)c1ccnc(-c2ccccc2S(N)(=O)=O)c1,phenylpyridine,S(=O)(=O)N,C(=O)N,False,SMOL-0437,277.305,0.4949,2,4,116.13999999999999,3,2,2,19,7,True,True,True,True,True,True,0.8489,3.21,0.6795,0.3925,2.0051,1.0,0.8489,0.6795,0.3925,0.5013,1.0,56.57,10.0,66.57,19
NC(=O)c1ccccc1-c1cccc(S(N)(=O)=O)n1,other,S(=O)(=O)N,C(N)=O,True,SMOL-0206,277.305,0.49490000000000023,2,4,116.14,3,2,2,19,7,True,True,True,True,True,True,0.8489,3.21,0.6795,0.3925,2.0051,1.0,0.8489,0.6795,0.3925,0.5013,1.0,56.57,10.0,66.57,20
NS(=O)(=O)c1cccc(-c2cccc3c2C=NNN=N3)n1,other,S(=O)(=O)N,c1nn[nH]n1,False,SMOL-0381,302.31899999999996,1.3318,2,7,122.16000000000001,2,3,2,21,9,True,True,True,True,True,True,0.8683,3.89,0.6114,0.5887,1.1682,0.5,0.8683,0.6114,0.5887,0.292,0.5,56.18,10.0,66.18,21
CCNc1ncc2cccc(C(=O)O)c2n1,phenylpyridine,NCC,C(=O)O,True,SMOL-0295,217.22799999999998,1.7597999999999998,2,4,75.11,3,2,2,16,5,True,True,True,True,True,True,0.8189,3.04,0.6963,0.3925,0.7402,1.0,0.8189,0.6963,0.3925,0.1851,1.0,59.32,6.6,65.92,22
CCNc1cccc(-c2ccccc2C(N)=O)n1,other,NCC,C(=O)N,False,SMOL-0460,241.29399999999998,2.2792999999999997,2,3,68.00999999999999,4,2,2,18,4,True,True,True,True,True,True,0.8625,3.0,0.7,0.3063,0.2207,1.0,0.8625,0.7,0.3063,0.0552,1.0,59.2,6.6,65.8,23
CCNc1ccccc1-c1cccc(C(N)=O)n1,other,C(=O)N,NCC,True,SMOL-0039,241.29399999999995,2.2792999999999997,2,3,68.00999999999999,4,2,2,18,4,True,True,True,True,True,True,0.8625,3.0,0.7,0.3063,0.2207,1.0,0.8625,0.7,0.3063,0.0552,1.0,59.2,6.6,65.8,24
CC(=O)Nc1ccnc(C2=C3C=CC3COCCNC=C2)c1,phenylpyridine,C1COCCN1,NC(=O)C,True,SMOL-0269,297.35799999999995,2.1130999999999998,2,4,63.25,2,3,1,22,5,True,True,True,True,True,True,0.8774,4.3,0.57,0.3862,0.3869,1.0,0.8774,0.57,0.3862,0.0967,1.0,58.96,6.7,65.66,25
CCNc1cc2nccnc2cc1NC(C)=O,other,NC(=O)C,NCC,True,SMOL-0161,230.27099999999996,2.0199999999999996,2,4,66.91,3,2,2,17,5,True,True,True,True,True,True,0.8461,3.0,0.7,0.3362,0.48,1.0,0.8461,0.7,0.3362,0.12,1.0,59.04,6.6,65.64,26
Cc1ccnc(-c2ccccc2S(N)(=O)=O)c1,phenylpyridine,S(=O)(=O)N,C,True,SMOL-0303,248.307,1.7044199999999998,1,3,73.05,2,2,2,17,5,True,True,True,True,True,True,0.8788,3.0,0.7,0.3325,0.7956,1.0,0.8788,0.7,0.3325,0.1989,1.0,58.95,6.6,65.55,27
O=C(O)c1ccnc(C2=C3C=CC3CNCCNC=C2)c1,phenylpyridine,C1CNCCN1,C(=O)O,False,SMOL-0400,283.331,1.4258999999999997,3,4,74.25,2,3,1,21,5,True,True,True,True,True,True,0.7654,4.3,0.57,0.5287,1.0741,1.0,0.7654,0.57,0.5287,0.2685,1.0,58.71,6.7,65.41,28
CCNc1nc2c([nH]1)C=CC=C1N=NNN=C12,benzimidazole,NCC,c1nn[nH]n1,True,SMOL-0336,229.247,1.4266999999999999,3,6,89.82000000000001,2,3,1,17,7,True,True,True,True,True,True,0.7161,3.84,0.6165,0.5325,1.0733,1.0,0.7161,0.6165,0.5325,0.2683,1.0,58.52,6.6,65.12,29
CC(C)c1cc2nccnc2cc1C(=O)O,other,C(=O)O,C(C)C,False,SMOL-0462,216.23999999999995,2.4514000000000005,1,3,63.08,2,2,2,16,4,True,True,True,True,True,True,0.837,3.0,0.7,0.2762,0.0486,1.0,0.837,0.7,0.2762,0.0121,1.0,58.09,6.6,64.69,30
