smiles,scaffold,r1_fragment,r2_fragment,is_biased,id,mw,logp,hbd,hba,tpsa,rotatable_bonds,ring_count,aromatic_rings,heavy_atoms,num_heteroatoms,pass_lipinski,pass_veber,pass_complexity,pass_aggregation,pass_pains,passes_all,qed,sa_score,sa_inv,binding_proxy,logp_dev,tpsa_score,norm_qed,norm_sa,norm_binding,norm_logp,norm_tpsa,composite_score,robustness_bonus,final_score,rank
CC(=O)Nc1ccnc(C2=C3C=CC3CNCCNC=C2)c1,phenylpyridine,C1CNCCN1,NC(=O)C,True,SMOL-0233,296.37399999999997,1.6860999999999995,3,4,66.05,2,3,1,22,5,True,True,True,True,True,True,0.7768,4.3,0.57,0.4725,0.8139,1.0,0.7768,0.57,0.4725,0.2035,1.0,57.96,6.7,64.66,31
CC(C)Cc1nc2c(C(=O)O)cccc2[nH]1,benzimidazole,CC(C)C,C(=O)O,True,SMOL-0252,218.25600000000003,2.4596,2,2,65.97999999999999,3,2,2,16,4,True,True,True,True,True,True,0.8312,3.0,0.7,0.2762,0.0404,1.0,0.8312,0.7,0.2762,0.0101,1.0,57.97,6.6,64.57,32
Nc1ccccc1-c1cccc(S(N)(=O)=O)n1,other,S(=O)(=O)N,N,True,SMOL-0148,249.295,0.9782,2,4,99.07000000000001,2,2,2,17,6,True,True,True,True,True,True,0.7747,3.16,0.6841,0.4488,1.5218,1.0,0.7747,0.6841,0.4488,0.3805,1.0,57.71,6.6,64.31,33
CCNc1cc2cccc(S(N)(=O)=O)c2[nH]1,indole,S(=O)(=O)N,NCC,True,SMOL-0254,239.29999999999995,1.2470999999999999,3,3,87.97999999999999,3,2,2,16,6,True,True,True,True,True,True,0.7527,3.23,0.6775,0.4488,1.2529,1.0,0.7527,0.6775,0.4488,0.3132,1.0,57.7,6.6,64.3,34
FC(F)(F)c1ccnc(-c2ccn[nH]nnc3c2C=C3)c1,phenylpyridine,c1nn[nH]n1,C(F)(F)F,True,SMOL-0101,291.23600000000005,2.8887,1,4,67.35,1,3,2,21,8,True,True,True,True,True,True,0.7483,3.74,0.6257,0.3,0.3887,1.0,0.7483,0.6257,0.3,0.0972,1.0,54.25,10.0,64.25,35
CCNc1cccc2cc(C(=O)O)[nH]c12,indole,NCC,C(=O)O,True,SMOL-0140,204.22899999999996,2.2979,3,2,65.12,3,2,2,15,4,True,True,True,True,True,True,0.7183,3.0,0.7,0.3625,0.2021,1.0,0.7183,0.7,0.3625,0.0505,1.0,57.33,6.6,63.93,36
CCNc1cccc2cnc(C(=O)NC)nc12,phenylpyridine,C(=O)NC,NCC,True,SMOL-0232,230.27099999999996,1.4211999999999998,2,4,66.91,3,2,2,17,5,True,True,True,True,True,True,0.8365,3.0,0.7,0.3362,1.0788,1.0,0.8365,0.7,0.3362,0.2697,1.0,57.3,6.6,63.9,37
CCNc1cc2nccnc2cc1C(=O)NC,other,C(=O)NC,NCC,True,SMOL-0011,230.27099999999996,1.4211999999999998,2,4,66.91,3,2,2,17,5,True,True,True,True,True,True,0.8365,3.0,0.7,0.3362,1.0788,1.0,0.8365,0.7,0.3362,0.2697,1.0,57.3,6.6,63.9,38
CC(C)c1nc2c(S(N)(=O)=O)cccc2[nH]1,benzimidazole,C(C)C,S(=O)(=O)N,True,SMOL-0304,239.3,1.3337,2,3,88.84,2,2,2,16,6,True,True,True,True,True,True,0.8282,3.23,0.6775,0.3625,1.1663,1.0,0.8282,0.6775,0.3625,0.2916,1.0,57.21,6.6,63.81,39
NC(=O)c1cccc(C2=CC=CC3COCCNC=C23)n1,other,C(=O)N,C1COCCN1,True,SMOL-0021,283.33099999999996,1.2535999999999998,2,4,77.24000000000001,2,3,1,21,5,True,True,True,True,True,True,0.8562,4.3,0.57,0.3862,1.2464,1.0,0.8562,0.57,0.3862,0.3116,1.0,56.28,6.7,62.98,40
CCNc1nc2c(C(=O)O)cccc2[nH]1,benzimidazole,NCC,C(=O)O,True,SMOL-0059,205.217,1.6928999999999998,3,3,78.00999999999999,3,2,2,15,5,True,True,True,True,True,True,0.7121,3.1,0.69,0.3925,0.8071,1.0,0.7121,0.69,0.3925,0.2018,1.0,56.36,6.6,62.96,41
CCNc1nc2cccc(C(=O)O)c2[nH]1,indole,C(=O)O,NCC,True,SMOL-0262,205.21699999999998,1.6928999999999998,3,3,78.00999999999999,3,2,2,15,5,True,True,True,True,True,True,0.7121,3.1,0.69,0.3925,0.8071,1.0,0.7121,0.69,0.3925,0.2018,1.0,56.36,6.6,62.96,42
CCc1cc2nccnc2cc1S(N)(=O)=O,other,CC,S(=O)(=O)N,False,SMOL-0440,237.284,0.8396000000000001,1,4,85.94,2,2,2,16,6,True,True,True,True,True,True,0.8381,3.23,0.6775,0.3625,1.6604,1.0,0.8381,0.6775,0.3625,0.4151,1.0,56.23,6.6,62.83,43
CCc1[nH]c2ccccc2c1S(N)(=O)=O,indole,CC,S(=O)(=O)N,True,SMOL-0313,224.28499999999994,1.3777000000000001,2,2,75.95,2,2,2,15,5,True,True,True,True,True,True,0.8081,3.1,0.69,0.3325,1.1223,1.0,0.8081,0.69,0.3325,0.2806,1.0,56.17,6.6,62.77,44
O=C(O)c1ncc2cccc(C(=O)O)c2n1,phenylpyridine,C(=O)O,C(=O)O,True,SMOL-0043,218.16799999999998,1.0261999999999998,2,4,100.38,2,2,2,16,6,True,True,True,True,True,True,0.7801,3.23,0.6775,0.3925,1.4738,1.0,0.7801,0.6775,0.3925,0.3685,1.0,56.14,6.6,62.74,45
O=C(O)c1cc2nccnc2cc1C(=O)O,other,C(=O)O,C(=O)O,True,SMOL-0296,218.16799999999998,1.0262,2,4,100.38000000000001,2,2,2,16,6,True,True,True,True,True,True,0.7801,3.23,0.6775,0.3925,1.4738,1.0,0.7801,0.6775,0.3925,0.3684,1.0,56.14,6.6,62.74,46
CC(=O)Nc1ncc2cccc(C(=O)O)c2n1,phenylpyridine,NC(=O)C,C(=O)O,False,SMOL-0382,231.21099999999998,1.2863999999999998,2,4,92.18,2,2,2,17,6,True,True,True,True,True,True,0.8118,3.16,0.6841,0.3362,1.2136,1.0,0.8118,0.6841,0.3362,0.3034,1.0,56.03,6.6,62.63,47
CCNc1ncc2cccc(C(N)=O)c2n1,phenylpyridine,NCC,C(N)=O,True,SMOL-0034,216.24399999999997,1.1604999999999996,2,4,80.89999999999999,3,2,2,16,5,True,True,True,True,True,True,0.8063,3.04,0.6963,0.3362,1.3395,1.0,0.8063,0.6963,0.3362,0.3349,1.0,55.82,6.6,62.42,48
COc1ccccc1-c1cccc(C(N)=O)n1,other,C(N)=O,OC,True,SMOL-0202,228.25099999999998,1.8560999999999994,1,3,65.21000000000001,3,2,2,17,4,True,True,True,True,True,True,0.8715,3.0,0.7,0.22,0.6439,1.0,0.8715,0.7,0.22,0.161,1.0,55.78,6.6,62.38,49
COc1ccccc1-c1cc(C(N)=O)ccn1,phenylpyridine,OC,C(N)=O,True,SMOL-0008,228.25099999999998,1.8560999999999996,1,3,65.21000000000001,3,2,2,17,4,True,True,True,True,True,True,0.8715,3.0,0.7,0.22,0.6439,1.0,0.8715,0.7,0.22,0.161,1.0,55.78,6.6,62.38,50
COc1ccnc(-c2ccccc2C(N)=O)c1,phenylpyridine,C(N)=O,OC,True,SMOL-0237,228.251,1.8560999999999999,1,3,65.21000000000001,3,2,2,17,4,True,True,True,True,True,True,0.8715,3.0,0.7,0.22,0.6439,1.0,0.8715,0.7,0.22,0.161,1.0,55.78,6.6,62.38,51
CNC(=O)c1cccc(-c2ccccc2O)n1,other,C(=O)NC,O,True,SMOL-0333,228.251,1.8138,2,3,62.22,2,2,2,17,4,True,True,True,True,True,True,0.8236,3.0,0.7,0.25,0.6862,1.0,0.8236,0.7,0.25,0.1715,1.0,55.38,6.6,61.98,52
NC(=O)c1ccccc1-c1cc(N)ccn1,phenylpyridine,C(=O)N,N,True,SMOL-0282,213.23999999999998,1.4297,2,3,82.0,2,2,2,16,4,True,True,True,True,True,True,0.7912,3.0,0.7,0.3063,1.0703,1.0,0.7912,0.7,0.3063,0.2676,1.0,55.29,6.6,61.89,53
NC(=O)c1ccnc(C2=C3C=CC3CNCCNC=C2)c1,phenylpyridine,C1CNCCN1,C(N)=O,True,SMOL-0192,282.347,0.8265999999999999,3,4,80.04,2,3,1,21,5,True,True,True,True,True,True,0.7503,4.3,0.57,0.4725,1.6734,1.0,0.7503,0.57,0.4725,0.4183,1.0,55.15,6.7,61.85,54
NC(=O)c1cccc(C2=CC=CC3CNCCNC=C23)n1,other,C(=O)N,C1CNCCN1,True,SMOL-0068,282.347,0.8265999999999999,3,4,80.04,2,3,1,21,5,True,True,True,True,True,True,0.7503,4.3,0.57,0.4725,1.6734,1.0,0.7503,0.57,0.4725,0.4183,1.0,55.15,6.7,61.85,55
FC(F)(F)c1cc2cn[nH]nnc3c(c2[nH]1)C=C3,indole,c1nn[nH]n1,C(F)(F)F,False,SMOL-0371,253.187,2.308,2,3,70.25,0,3,2,18,8,True,True,True,True,True,True,0.6454,3.93,0.6067,0.3,0.192,1.0,0.6454,0.6067,0.3,0.048,1.0,51.79,10.0,61.79,56
O=C(O)c1ncc2cccc(Cl)c2n1,phenylpyridine,C(=O)O,Cl,False,SMOL-0438,208.60399999999998,1.9813999999999998,1,3,63.08,1,2,2,14,5,True,True,True,True,True,True,0.7785,3.17,0.6829,0.2762,0.5186,1.0,0.7785,0.6829,0.2762,0.1297,1.0,55.11,6.6,61.71,57
Nc1ccnc(-c2ccccc2N)c1,phenylpyridine,N,N,True,SMOL-0078,185.23,1.9129999999999998,2,3,64.92999999999999,1,2,2,14,3,True,True,True,True,True,True,0.6668,3.0,0.7,0.3625,0.587,1.0,0.6668,0.7,0.3625,0.1468,1.0,55.08,6.6,61.68,58
CCNc1ncc2cn[nH]nnc3c(c2n1)C=C3,phenylpyridine,NCC,c1nn[nH]n1,True,SMOL-0147,241.258,1.1828999999999996,2,6,92.27000000000001,2,3,2,18,7,True,True,True,True,True,True,0.6996,3.77,0.6233,0.4462,1.3171,1.0,0.6996,0.6233,0.4462,0.3293,1.0,55.05,6.6,61.65,59
COc1cccc2cnc(C(=O)O)nc12,phenylpyridine,C(=O)O,OC,False,SMOL-0497,204.18499999999997,1.3366,1,4,72.31,2,2,2,15,5,True,True,True,True,True,True,0.7985,3.1,0.69,0.3063,1.1634,1.0,0.7985,0.69,0.3063,0.2908,1.0,55.04,6.6,61.64,60
COc1cccc2cc(S(N)(=O)=O)[nH]c12,indole,OC,S(=O)(=O)N,True,SMOL-0124,226.25699999999998,0.8238999999999999,2,3,85.18,2,2,2,15,6,True,True,True,True,True,True,0.7947,3.3,0.67,0.3625,1.6761,1.0,0.7947,0.67,0.3625,0.419,1.0,54.95,6.6,61.55,61
COc1cccc2cnc(NC(C)=O)nc12,phenylpyridine,NC(=O)C,OC,True,SMOL-0297,217.22799999999998,1.5967999999999998,1,4,64.11,2,2,2,16,5,True,True,True,True,True,True,0.8293,3.04,0.6963,0.25,0.9032,1.0,0.8293,0.6963,0.25,0.2258,1.0,54.9,6.6,61.5,62
CC(C)c1cccc2cnc(C(N)=O)nc12,phenylpyridine,C(=O)N,C(C)C,True,SMOL-0117,215.25599999999994,1.8520999999999996,1,3,68.87,2,2,2,16,4,True,True,True,True,True,True,0.8307,3.0,0.7,0.22,0.6479,1.0,0.8307,0.7,0.22,0.162,1.0,54.75,6.6,61.35,63
CCc1nc2cccc(S(N)(=O)=O)c2[nH]1,indole,S(=O)(=O)N,CC,True,SMOL-0167,225.27299999999997,0.7727000000000002,2,3,88.84,2,2,2,15,6,True,True,True,True,True,True,0.7908,3.3,0.67,0.3625,1.7273,1.0,0.7908,0.67,0.3625,0.4318,1.0,54.73,6.6,61.33,64
O=C(O)c1cc2cccc(C(=O)O)c2[nH]1,indole,C(=O)O,C(=O)O,True,SMOL-0063,205.16899999999998,1.5642999999999998,3,2,90.38999999999999,2,2,2,15,5,True,True,True,True,True,True,0.6934,3.1,0.69,0.3625,0.9357,1.0,0.6934,0.69,0.3625,0.2339,1.0,54.67,6.6,61.27,65
NS(=O)(=O)c1[nH]c2ccccc2c1C(=O)O,indole,S(=O)(=O)N,C(=O)O,True,SMOL-0129,240.24,0.5134999999999998,3,3,113.25000000000001,2,2,2,16,7,True,True,True,True,True,True,0.7093,3.41,0.6587,0.4488,1.9865,1.0,0.7093,0.6587,0.4488,0.4966,1.0,54.4,6.6,61.0,66
CC(=O)Nc1cc2cccc(C(=O)O)c2[nH]1,indole,C(=O)O,NC(=O)C,True,SMOL-0275,218.212,1.8244999999999998,3,2,82.19,2,2,2,16,5,True,True,True,True,True,True,0.7186,3.04,0.6963,0.3063,0.6755,1.0,0.7186,0.6963,0.3063,0.1689,1.0,54.39,6.6,60.99,67
CCNc1cccc2[nH]c(C(=O)NC)nc12,benzimidazole,C(=O)NC,NCC,True,SMOL-0136,218.25999999999996,1.3542999999999998,3,3,69.81,3,2,2,16,5,True,True,True,True,True,True,0.728,3.04,0.6963,0.3362,1.1457,1.0,0.728,0.6963,0.3362,0.2864,1.0,54.35,6.6,60.95,68
NC(=O)c1cccc(-c2ccccc2O)n1,other,C(=O)N,O,True,SMOL-0135,214.224,1.5531,2,3,76.21000000000001,2,2,2,16,4,True,True,True,True,True,True,0.7959,3.0,0.7,0.25,0.9469,1.0,0.7959,0.7,0.25,0.2367,1.0,54.03,6.6,60.63,69
NC(=O)c1cccc(-c2ccccc2N)n1,other,C(=O)N,N,True,SMOL-0002,213.23999999999998,1.4297,2,3,82.0,2,2,2,16,4,True,True,True,True,True,True,0.7401,3.0,0.7,0.3063,1.0703,1.0,0.7401,0.7,0.3063,0.2676,1.0,54.02,6.6,60.62,70
CC(=O)Nc1cc2cccc(NC(C)=O)c2[nH]1,indole,NC(=O)C,NC(=O)C,True,SMOL-0323,231.255,2.0846999999999998,3,2,73.99000000000001,2,2,2,17,5,True,True,True,True,True,True,0.7399,3.0,0.7,0.25,0.4153,1.0,0.7399,0.7,0.25,0.1038,1.0,53.96,6.6,60.56,71
CCNc1c(C(N)=O)[nH]c2ccccc12,indole,C(=O)N,NCC,True,SMOL-0214,203.245,1.6985999999999994,3,2,70.91,3,2,2,15,4,True,True,True,True,True,True,0.7101,3.0,0.7,0.3063,0.8014,1.0,0.7101,0.7,0.3063,0.2004,1.0,53.94,6.6,60.54,72
CNC(=O)c1ncc2cccc(NC(C)=O)c2n1,phenylpyridine,C(=O)NC,NC(=O)C,False,SMOL-0363,244.254,0.9477999999999999,2,4,83.98,2,2,2,18,6,True,True,True,True,True,True,0.8233,3.1,0.69,0.28,1.5522,1.0,0.8233,0.69,0.28,0.3881,1.0,53.9,6.6,60.5,73
CNC(=O)c1cc2nccnc2cc1NC(C)=O,other,C(=O)NC,NC(=O)C,True,SMOL-0123,244.254,0.9477999999999999,2,4,83.97999999999999,2,2,2,18,6,True,True,True,True,True,True,0.8233,3.1,0.69,0.28,1.5522,1.0,0.8233,0.69,0.28,0.3881,1.0,53.9,6.6,60.5,74
Nc1ncc2cccc(C(=O)O)c2n1,phenylpyridine,N,C(=O)O,True,SMOL-0215,189.17399999999998,0.9101999999999999,2,4,89.1,1,2,2,14,5,True,True,True,True,True,True,0.6955,3.17,0.6829,0.3925,1.5898,1.0,0.6955,0.6829,0.3925,0.3975,1.0,53.84,6.6,60.44,75
NS(=O)(=O)c1cccc2[nH]c(Cl)nc12,benzimidazole,Cl,S(=O)(=O)N,False,SMOL-0416,231.664,0.8637000000000001,2,3,88.84,1,2,2,14,7,True,True,True,True,True,True,0.7631,3.6,0.64,0.3625,1.6363,1.0,0.7631,0.64,0.3625,0.4091,1.0,53.66,6.6,60.26,76
Cc1ncc2cccc(S(N)(=O)=O)c2n1,phenylpyridine,C,S(=O)(=O)N,True,SMOL-0256,223.25699999999995,0.5856200000000001,1,4,85.94,1,2,2,15,6,True,True,True,True,True,True,0.766,3.3,0.67,0.3625,1.9144,1.0,0.766,0.67,0.3625,0.4786,1.0,53.64,6.6,60.24,77
Cc1cc2nccnc2cc1C(=O)O,other,C,C(=O)O,False,SMOL-0375,188.186,1.6364199999999998,1,3,63.08,1,2,2,14,4,True,True,True,True,True,True,0.7384,3.0,0.7,0.2762,0.8636,1.0,0.7384,0.7,0.2762,0.2159,1.0,53.59,6.6,60.19,78
CNC(=O)c1nc2cccc(S(N)(=O)=O)c2[nH]1,indole,S(=O)(=O)N,C(=O)NC,True,SMOL-0293,254.271,-0.43009999999999987,3,4,117.94,2,2,2,17,8,True,True,True,True,True,True,0.6734,3.51,0.6488,0.4225,2.9301,1.0,0.6734,0.6488,0.4225,0.7325,1.0,50.16,10.0,60.16,79
NC(=O)c1cccc(-c2ccccc2C(N)=O)n1,other,C(N)=O,C(=O)N,True,SMOL-0328,241.24999999999997,0.9463999999999999,2,3,99.07000000000001,3,2,2,18,5,True,True,True,True,True,True,0.8361,3.0,0.7,0.25,1.5536,1.0,0.8361,0.7,0.25,0.3884,1.0,53.52,6.6,60.12,80
Cc1nc2c([nH]1)C=CC=C1N=NNN=C12,benzimidazole,C,c1nn[nH]n1,False,SMOL-0373,200.20499999999998,1.3033199999999998,2,5,77.78999999999999,0,3,1,15,6,True,True,True,True,True,True,0.6617,3.8,0.62,0.4163,1.1967,1.0,0.6617,0.62,0.4163,0.2992,1.0,53.44,6.6,60.04,81
CC(C)c1nc2c(C(N)=O)cccc2[nH]1,benzimidazole,C(C)C,C(N)=O,False,SMOL-0489,203.24500000000003,1.7852000000000001,2,2,71.77,2,2,2,15,4,True,True,True,True,True,True,0.7805,3.0,0.7,0.22,0.7148,1.0,0.7805,0.7,0.22,0.1787,1.0,53.33,6.6,59.93,82
CC(=O)Nc1nc2cccc(C(=O)O)c2[nH]1,indole,C(=O)O,NC(=O)C,True,SMOL-0138,219.2,1.2194999999999996,3,3,95.08000000000001,2,2,2,16,6,True,True,True,True,True,True,0.7072,3.23,0.6775,0.3362,1.2805,1.0,0.7072,0.6775,0.3362,0.3201,1.0,53.12,6.6,59.72,83
CNC(=O)c1cc2nccnc2cc1OC,other,OC,C(=O)NC,False,SMOL-0422,217.22799999999998,0.998,1,4,64.11,2,2,2,16,5,True,True,True,True,True,True,0.8146,3.04,0.6963,0.25,1.502,1.0,0.8146,0.6963,0.25,0.3755,1.0,53.03,6.6,59.63,84
CCNc1cccc2[nH]c(C(N)=O)nc12,benzimidazole,C(N)=O,NCC,True,SMOL-0166,204.23299999999995,1.0935999999999997,3,3,83.8,3,2,2,15,5,True,True,True,True,True,True,0.6994,3.1,0.69,0.3362,1.4064,1.0,0.6994,0.69,0.3362,0.3516,1.0,52.86,6.6,59.46,85
CCNc1nc2cccc(C(N)=O)c2[nH]1,indole,C(N)=O,NCC,True,SMOL-0255,204.23299999999998,1.0936,3,3,83.79999999999998,3,2,2,15,5,True,True,True,True,True,True,0.6994,3.1,0.69,0.3362,1.4064,1.0,0.6994,0.69,0.3362,0.3516,1.0,52.86,6.6,59.46,86
Nc1cc2nccnc2cc1C(=O)O,other,N,C(=O)O,True,SMOL-0056,189.174,0.9101999999999999,2,4,89.10000000000001,1,2,2,14,5,True,True,True,True,True,True,0.6506,3.17,0.6829,0.3925,1.5898,1.0,0.6506,0.6829,0.3925,0.3975,1.0,52.72,6.6,59.32,87
CNC(=O)c1[nH]c2ccccc2c1C(=O)O,indole,C(=O)NC,C(=O)O,True,SMOL-0053,218.212,1.2257,3,2,82.19,2,2,2,16,5,True,True,True,True,True,True,0.7085,3.04,0.6963,0.3063,1.2743,1.0,0.7085,0.6963,0.3063,0.3186,1.0,52.64,6.6,59.24,88
Nc1cc2cccc(C(=O)O)c2[nH]1,indole,C(=O)O,N,True,SMOL-0052,176.17499999999998,1.4483,3,2,79.11000000000001,1,2,2,13,4,True,True,True,True,True,True,0.6148,3.02,0.6977,0.3625,1.0517,1.0,0.6148,0.6977,0.3625,0.2629,1.0,52.57,6.6,59.17,89
Nc1[nH]c2ccccc2c1C(=O)O,indole,N,C(=O)O,True,SMOL-0004,176.17499999999995,1.4483,3,2,79.11,1,2,2,13,4,True,True,True,True,True,True,0.6148,3.02,0.6977,0.3625,1.0517,1.0,0.6148,0.6977,0.3625,0.2629,1.0,52.57,6.6,59.17,90
CC(=O)Nc1ncc2cccc(N)c2n1,phenylpyridine,NC(=O)C,N,True,SMOL-0312,202.21699999999998,1.1703999999999997,2,4,80.9,1,2,2,15,5,True,True,True,True,True,True,0.68,3.1,0.69,0.3362,1.3296,1.0,0.68,0.69,0.3362,0.3324,1.0,52.56,6.6,59.16,91
CC(=O)Nc1cc2nccnc2cc1N,other,N,NC(=O)C,True,SMOL-0319,202.21699999999998,1.1703999999999997,2,4,80.9,1,2,2,15,5,True,True,True,True,True,True,0.68,3.1,0.69,0.3362,1.3296,1.0,0.68,0.69,0.3362,0.3324,1.0,52.56,6.6,59.16,92
NC(=O)c1cccc2cnc(C(=O)O)nc12,phenylpyridine,C(=O)O,C(N)=O,True,SMOL-0149,217.18399999999994,0.42690000000000006,2,4,106.17000000000002,2,2,2,16,6,True,True,True,True,True,True,0.758,3.23,0.6775,0.3362,2.0731,1.0,0.758,0.6775,0.3362,0.5183,1.0,52.4,6.6,59.0,93
NC(=O)c1cc2nccnc2cc1C(=O)O,other,C(=O)O,C(=O)N,True,SMOL-0325,217.18399999999997,0.42689999999999984,2,4,106.17,2,2,2,16,6,True,True,True,True,True,True,0.758,3.23,0.6775,0.3362,2.0731,1.0,0.758,0.6775,0.3362,0.5183,1.0,52.4,6.6,59.0,94
CC(=O)Nc1ncc2cccc(C(N)=O)c2n1,phenylpyridine,NC(=O)C,C(N)=O,True,SMOL-0125,230.22699999999998,0.6870999999999998,2,4,97.97000000000001,2,2,2,17,6,True,True,True,True,True,True,0.7923,3.16,0.6841,0.28,1.8129,1.0,0.7923,0.6841,0.28,0.4532,1.0,52.36,6.6,58.96,95
CC(=O)Nc1cc2nccnc2cc1C(N)=O,other,C(N)=O,NC(=O)C,True,SMOL-0019,230.22699999999998,0.6870999999999998,2,4,97.97,2,2,2,17,6,True,True,True,True,True,True,0.7923,3.16,0.6841,0.28,1.8129,1.0,0.7923,0.6841,0.28,0.4532,1.0,52.36,6.6,58.96,96
CCNc1ccccc1-c1cccc(N)n1,other,N,NCC,True,SMOL-0179,213.28399999999996,2.7626,2,3,50.94,3,2,2,16,3,True,True,True,True,True,True,0.8239,3.0,0.7,0.3625,0.2626,0.5,0.8239,0.7,0.3625,0.0656,0.5,52.31,6.6,58.91,97
NC(=O)c1ccccc1-c1cc(C(F)(F)F)ccn1,phenylpyridine,C(=O)N,C(F)(F)F,False,SMOL-0490,266.2219999999999,2.8663000000000007,1,2,55.980000000000004,2,2,2,19,6,True,True,True,True,True,True,0.9082,3.05,0.6953,0.19,0.3663,0.5,0.9082,0.6953,0.19,0.0916,0.5,48.89,10.0,58.89,98
Cc1cccc2[nH]c(C(=O)O)nc12,benzimidazole,C(=O)O,C,True,SMOL-0111,176.175,1.56952,2,2,65.98,1,2,2,13,4,True,True,True,True,True,True,0.6926,3.02,0.6977,0.2762,0.9305,1.0,0.6926,0.6977,0.2762,0.2326,1.0,52.23,6.6,58.83,99
CC(C)Cc1cccc(-c2ccccc2C(=O)O)n1,other,CC(C)C,C(=O)O,True,SMOL-0261,255.31699999999998,3.6453000000000015,1,2,50.19,4,2,2,19,3,True,True,True,True,True,True,0.9069,3.0,0.7,0.2462,1.1453,0.5,0.9069,0.7,0.2462,0.2863,0.5,48.7,10.0,58.7,100
CC(C)Cc1cccc(-c2ccccc2C(N)=O)n1,other,CC(C)C,C(=O)N,True,SMOL-0028,254.33299999999997,3.0460000000000003,1,2,55.980000000000004,4,2,2,19,3,True,True,True,True,True,True,0.9113,3.0,0.7,0.19,0.546,0.5,0.9113,0.7,0.19,0.1365,0.5,48.62,10.0,58.62,101
CNC(=O)c1ccccc1-c1cccc(C(F)(F)F)n1,other,C(F)(F)F,C(=O)NC,True,SMOL-0171,280.24899999999997,3.1270000000000016,1,2,41.99,2,2,2,20,6,True,True,True,True,True,True,0.9179,3.0,0.7,0.19,0.627,0.5,0.9179,0.7,0.19,0.1568,0.5,48.58,10.0,58.58,102
FC(F)(F)c1ncc2cn[nH]nnc3c(c2n1)C=C3,phenylpyridine,C(F)(F)F,c1nn[nH]n1,True,SMOL-0038,266.18600000000004,1.7698999999999994,1,5,80.24,0,3,2,19,9,True,True,True,True,True,True,0.6703,4.02,0.5979,0.33,0.7301,1.0,0.6703,0.5979,0.33,0.1825,1.0,51.79,6.7,58.49,103
COc1ccnc(C2=C3C=CC3CNCCNC=C2)c1,phenylpyridine,C1CNCCN1,OC,True,SMOL-0250,269.348,1.7363,2,4,46.18,2,3,1,20,4,True,True,True,True,True,True,0.8582,4.3,0.57,0.4425,0.7637,0.5,0.8582,0.57,0.4425,0.1909,0.5,51.72,6.7,58.42,104
NC(=O)c1ncc2cccc(Cl)c2n1,phenylpyridine,C(N)=O,Cl,True,SMOL-0193,207.61999999999998,1.3820999999999999,1,3,68.87,1,2,2,14,5,True,True,True,True,True,True,0.7683,3.17,0.6829,0.22,1.1179,1.0,0.7683,0.6829,0.22,0.2795,1.0,51.67,6.6,58.27,105
NC(=O)c1cc2nccnc2cc1Cl,other,C(=O)N,Cl,False,SMOL-0418,207.61999999999998,1.3820999999999999,1,3,68.87,1,2,2,14,5,True,True,True,True,True,True,0.7683,3.17,0.6829,0.22,1.1179,1.0,0.7683,0.6829,0.22,0.2795,1.0,51.67,6.6,58.27,106
COc1ccnc(-c2ccccc2C(=O)O)c1,phenylpyridine,C(=O)O,OC,True,SMOL-0203,229.235,2.4554,1,3,59.42,3,2,2,17,4,True,True,True,True,True,True,0.8777,3.0,0.7,0.2762,0.0446,0.5,0.8777,0.7,0.2762,0.0111,0.5,51.62,6.6,58.22,107
COc1cccc(-c2ccccc2C(=O)O)n1,other,OC,C(=O)O,True,SMOL-0095,229.23499999999999,2.4554,1,3,59.42,3,2,2,17,4,True,True,True,True,True,True,0.8777,3.0,0.7,0.2762,0.0446,0.5,0.8777,0.7,0.2762,0.0111,0.5,51.62,6.6,58.22,108
CNC(=O)c1nc2c(OC)cccc2[nH]1,benzimidazole,C(=O)NC,OC,True,SMOL-0143,205.217,0.9310999999999998,2,3,67.00999999999999,2,2,2,15,5,True,True,True,True,True,True,0.766,3.1,0.69,0.25,1.5689,1.0,0.766,0.69,0.25,0.3922,1.0,51.53,6.6,58.13,109
COc1ncc2cccc(C(N)=O)c2n1,phenylpyridine,OC,C(=O)N,True,SMOL-0209,203.20099999999996,0.7372999999999998,1,4,78.10000000000001,2,2,2,15,5,True,True,True,True,True,True,0.7802,3.1,0.69,0.25,1.7627,1.0,0.7802,0.69,0.25,0.4407,1.0,51.4,6.6,58.0,110
COc1cc2nccnc2cc1C(N)=O,other,OC,C(N)=O,True,SMOL-0119,203.201,0.7372999999999998,1,4,78.1,2,2,2,15,5,True,True,True,True,True,True,0.7802,3.1,0.69,0.25,1.7627,1.0,0.7802,0.69,0.25,0.4407,1.0,51.4,6.6,58.0,111
COc1cccc2cnc(C(N)=O)nc12,phenylpyridine,C(N)=O,OC,True,SMOL-0271,203.20099999999996,0.7373000000000001,1,4,78.10000000000001,2,2,2,15,5,True,True,True,True,True,True,0.7802,3.1,0.69,0.25,1.7627,1.0,0.7802,0.69,0.25,0.4407,1.0,51.4,6.6,58.0,112
O=C(O)c1[nH]c2ccccc2c1O,indole,C(=O)O,O,True,SMOL-0023,177.159,1.5716999999999997,3,2,73.32,1,2,2,13,4,True,True,True,True,True,True,0.6186,3.02,0.6977,0.3063,0.9283,1.0,0.6186,0.6977,0.3063,0.2321,1.0,51.28,6.6,57.88,113
